,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,WEEKDAY,ENTRY_DIFFS,EXIT_DIFFS,TOTAL_TRAFFIC,DDATE,DWEEKDAY
574,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,18:00:00,REGULAR,4582905,2849097,2018-06-20 18:00:00,2,722.0,245.0,967.0,2018-06-20,2
575,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,22:00:00,REGULAR,4583447,2849223,2018-06-20 22:00:00,2,542.0,126.0,668.0,2018-06-20,2
576,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,02:00:00,REGULAR,4583556,2849237,2018-06-21 02:00:00,3,109.0,14.0,123.0,2018-06-21,3
577,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,06:00:00,REGULAR,4583557,2849240,2018-06-21 06:00:00,3,1.0,3.0,4.0,2018-06-21,3
578,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,10:00:00,REGULAR,4583616,2849615,2018-06-21 10:00:00,3,59.0,375.0,434.0,2018-06-21,3
579,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,14:00:00,REGULAR,4583816,2849895,2018-06-21 14:00:00,3,200.0,280.0,480.0,2018-06-21,3
580,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,18:00:00,REGULAR,4584538,2850077,2018-06-21 18:00:00,3,722.0,182.0,904.0,2018-06-21,3
581,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/21/2018,22:00:00,REGULAR,4585109,2850195,2018-06-21 22:00:00,3,571.0,118.0,689.0,2018-06-21,3
582,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,02:00:00,REGULAR,4585222,2850218,2018-06-22 02:00:00,4,113.0,23.0,136.0,2018-06-22,4
583,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,06:00:00,REGULAR,4585227,2850223,2018-06-22 06:00:00,4,5.0,5.0,10.0,2018-06-22,4
584,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,10:00:00,REGULAR,4585277,2850558,2018-06-22 10:00:00,4,50.0,335.0,385.0,2018-06-22,4
585,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,14:00:00,REGULAR,4585519,2850803,2018-06-22 14:00:00,4,242.0,245.0,487.0,2018-06-22,4
586,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,18:00:00,REGULAR,4586214,2851024,2018-06-22 18:00:00,4,695.0,221.0,916.0,2018-06-22,4
587,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/22/2018,22:00:00,REGULAR,4586655,2851096,2018-06-22 22:00:00,4,441.0,72.0,513.0,2018-06-22,4
588,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,5798950,16307677,2018-06-16 02:00:00,5,,,,2018-06-16,5
589,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,5798955,16307679,2018-06-16 06:00:00,5,5.0,2.0,7.0,2018-06-16,5
590,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,5798968,16307730,2018-06-16 10:00:00,5,13.0,51.0,64.0,2018-06-16,5
591,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,5799042,16307830,2018-06-16 14:00:00,5,74.0,100.0,174.0,2018-06-16,5
592,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,5799269,16307929,2018-06-16 18:00:00,5,227.0,99.0,326.0,2018-06-16,5
593,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/16/2018,22:00:00,REGULAR,5799476,16307953,2018-06-16 22:00:00,5,207.0,24.0,231.0,2018-06-16,5
594,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,02:00:00,REGULAR,5799531,16307956,2018-06-17 02:00:00,6,55.0,3.0,58.0,2018-06-17,6
595,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,06:00:00,REGULAR,5799533,16307959,2018-06-17 06:00:00,6,2.0,3.0,5.0,2018-06-17,6
596,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,10:00:00,REGULAR,5799548,16307983,2018-06-17 10:00:00,6,15.0,24.0,39.0,2018-06-17,6
597,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,14:00:00,REGULAR,5799601,16308049,2018-06-17 14:00:00,6,53.0,66.0,119.0,2018-06-17,6
598,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,18:00:00,REGULAR,5799772,16308099,2018-06-17 18:00:00,6,171.0,50.0,221.0,2018-06-17,6
599,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/17/2018,22:00:00,REGULAR,5799942,16308122,2018-06-17 22:00:00,6,170.0,23.0,193.0,2018-06-17,6
600,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,02:00:00,REGULAR,5799972,16308125,2018-06-18 02:00:00,0,30.0,3.0,33.0,2018-06-18,0
601,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,06:00:00,REGULAR,5799974,16308128,2018-06-18 06:00:00,0,2.0,3.0,5.0,2018-06-18,0
602,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,10:00:00,REGULAR,5800014,16308378,2018-06-18 10:00:00,0,40.0,250.0,290.0,2018-06-18,0
603,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,14:00:00,REGULAR,5800189,16308466,2018-06-18 14:00:00,0,175.0,88.0,263.0,2018-06-18,0
604,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,18:00:00,REGULAR,5800718,16308540,2018-06-18 18:00:00,0,529.0,74.0,603.0,2018-06-18,0
605,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/18/2018,22:00:00,REGULAR,5801132,16308585,2018-06-18 22:00:00,0,414.0,45.0,459.0,2018-06-18,0
606,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,02:00:00,REGULAR,5801207,16308589,2018-06-19 02:00:00,1,75.0,4.0,79.0,2018-06-19,1
607,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,06:00:00,REGULAR,5801208,16308591,2018-06-19 06:00:00,1,1.0,2.0,3.0,2018-06-19,1
608,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,10:00:00,REGULAR,5801259,16308823,2018-06-19 10:00:00,1,51.0,232.0,283.0,2018-06-19,1
609,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,14:00:00,REGULAR,5801419,16308942,2018-06-19 14:00:00,1,160.0,119.0,279.0,2018-06-19,1
610,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,18:00:00,REGULAR,5801941,16309061,2018-06-19 18:00:00,1,522.0,119.0,641.0,2018-06-19,1
611,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/19/2018,22:00:00,REGULAR,5802398,16309122,2018-06-19 22:00:00,1,457.0,61.0,518.0,2018-06-19,1
612,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,02:00:00,REGULAR,5802488,16309125,2018-06-20 02:00:00,2,90.0,3.0,93.0,2018-06-20,2
613,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,06:00:00,REGULAR,5802489,16309127,2018-06-20 06:00:00,2,1.0,2.0,3.0,2018-06-20,2
614,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,10:00:00,REGULAR,5802527,16309333,2018-06-20 10:00:00,2,38.0,206.0,244.0,2018-06-20,2
615,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,14:00:00,REGULAR,5802690,16309465,2018-06-20 14:00:00,2,163.0,132.0,295.0,2018-06-20,2
616,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,18:00:00,REGULAR,5803276,16309585,2018-06-20 18:00:00,2,586.0,120.0,706.0,2018-06-20,2
617,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/20/2018,22:00:00,REGULAR,5803687,16309633,2018-06-20 22:00:00,2,411.0,48.0,459.0,2018-06-20,2
618,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,02:00:00,REGULAR,5803775,16309637,2018-06-21 02:00:00,3,88.0,4.0,92.0,2018-06-21,3
619,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,06:00:00,REGULAR,5803776,16309639,2018-06-21 06:00:00,3,1.0,2.0,3.0,2018-06-21,3
620,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,10:00:00,REGULAR,5803827,16309896,2018-06-21 10:00:00,3,51.0,257.0,308.0,2018-06-21,3
621,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,14:00:00,REGULAR,5804014,16310038,2018-06-21 14:00:00,3,187.0,142.0,329.0,2018-06-21,3
622,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,18:00:00,REGULAR,5804579,16310131,2018-06-21 18:00:00,3,565.0,93.0,658.0,2018-06-21,3
623,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/21/2018,22:00:00,REGULAR,5805003,16310189,2018-06-21 22:00:00,3,424.0,58.0,482.0,2018-06-21,3
624,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,02:00:00,REGULAR,5805095,16310194,2018-06-22 02:00:00,4,92.0,5.0,97.0,2018-06-22,4
625,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,06:00:00,REGULAR,5805096,16310197,2018-06-22 06:00:00,4,1.0,3.0,4.0,2018-06-22,4
626,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,10:00:00,REGULAR,5805136,16310398,2018-06-22 10:00:00,4,40.0,201.0,241.0,2018-06-22,4
627,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,14:00:00,REGULAR,5805310,16310513,2018-06-22 14:00:00,4,174.0,115.0,289.0,2018-06-22,4
628,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,18:00:00,REGULAR,5805905,16310626,2018-06-22 18:00:00,4,595.0,113.0,708.0,2018-06-22,4
629,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,06/22/2018,22:00:00,REGULAR,5806240,16310661,2018-06-22 22:00:00,4,335.0,35.0,370.0,2018-06-22,4
630,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,2671526,978764,2018-06-16 02:00:00,5,,,,2018-06-16,5
631,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,2671528,978764,2018-06-16 06:00:00,5,2.0,0.0,2.0,2018-06-16,5
632,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,2671543,978800,2018-06-16 10:00:00,5,15.0,36.0,51.0,2018-06-16,5
633,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,2671634,978838,2018-06-16 14:00:00,5,91.0,38.0,129.0,2018-06-16,5
634,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,2671853,978910,2018-06-16 18:00:00,5,219.0,72.0,291.0,2018-06-16,5
635,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/16/2018,22:00:00,REGULAR,2672048,978929,2018-06-16 22:00:00,5,195.0,19.0,214.0,2018-06-16,5
636,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,02:00:00,REGULAR,2672096,978932,2018-06-17 02:00:00,6,48.0,3.0,51.0,2018-06-17,6
637,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,06:00:00,REGULAR,2672099,978933,2018-06-17 06:00:00,6,3.0,1.0,4.0,2018-06-17,6
638,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,10:00:00,REGULAR,2672113,978949,2018-06-17 10:00:00,6,14.0,16.0,30.0,2018-06-17,6
639,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,14:00:00,REGULAR,2672174,978993,2018-06-17 14:00:00,6,61.0,44.0,105.0,2018-06-17,6
640,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,18:00:00,REGULAR,2672331,979030,2018-06-17 18:00:00,6,157.0,37.0,194.0,2018-06-17,6
641,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/17/2018,22:00:00,REGULAR,2672460,979041,2018-06-17 22:00:00,6,129.0,11.0,140.0,2018-06-17,6
642,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,02:00:00,REGULAR,2672489,979044,2018-06-18 02:00:00,0,29.0,3.0,32.0,2018-06-18,0
643,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,06:00:00,REGULAR,2672495,979046,2018-06-18 06:00:00,0,6.0,2.0,8.0,2018-06-18,0
644,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,10:00:00,REGULAR,2672527,979210,2018-06-18 10:00:00,0,32.0,164.0,196.0,2018-06-18,0
645,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,14:00:00,REGULAR,2672655,979277,2018-06-18 14:00:00,0,128.0,67.0,195.0,2018-06-18,0
646,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,18:00:00,REGULAR,2673114,979332,2018-06-18 18:00:00,0,459.0,55.0,514.0,2018-06-18,0
647,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/18/2018,22:00:00,REGULAR,2673458,979349,2018-06-18 22:00:00,0,344.0,17.0,361.0,2018-06-18,0
648,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,02:00:00,REGULAR,2673499,979355,2018-06-19 02:00:00,1,41.0,6.0,47.0,2018-06-19,1
649,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,06:00:00,REGULAR,2673500,979358,2018-06-19 06:00:00,1,1.0,3.0,4.0,2018-06-19,1
650,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,10:00:00,REGULAR,2673536,979552,2018-06-19 10:00:00,1,36.0,194.0,230.0,2018-06-19,1
651,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,14:00:00,REGULAR,2673676,979605,2018-06-19 14:00:00,1,140.0,53.0,193.0,2018-06-19,1
652,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,18:00:00,REGULAR,2674170,979689,2018-06-19 18:00:00,1,494.0,84.0,578.0,2018-06-19,1
653,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/19/2018,22:00:00,REGULAR,2674515,979720,2018-06-19 22:00:00,1,345.0,31.0,376.0,2018-06-19,1
654,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,02:00:00,REGULAR,2674578,979722,2018-06-20 02:00:00,2,63.0,2.0,65.0,2018-06-20,2
655,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,06:00:00,REGULAR,2674579,979725,2018-06-20 06:00:00,2,1.0,3.0,4.0,2018-06-20,2
656,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,10:00:00,REGULAR,2674613,979920,2018-06-20 10:00:00,2,34.0,195.0,229.0,2018-06-20,2
657,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,14:00:00,REGULAR,2674752,980013,2018-06-20 14:00:00,2,139.0,93.0,232.0,2018-06-20,2
658,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,18:00:00,REGULAR,2675205,980080,2018-06-20 18:00:00,2,453.0,67.0,520.0,2018-06-20,2
659,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/20/2018,22:00:00,REGULAR,2675537,980106,2018-06-20 22:00:00,2,332.0,26.0,358.0,2018-06-20,2
660,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,02:00:00,REGULAR,2675597,980108,2018-06-21 02:00:00,3,60.0,2.0,62.0,2018-06-21,3
661,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,06:00:00,REGULAR,2675599,980111,2018-06-21 06:00:00,3,2.0,3.0,5.0,2018-06-21,3
662,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,10:00:00,REGULAR,2675635,980313,2018-06-21 10:00:00,3,36.0,202.0,238.0,2018-06-21,3
663,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,14:00:00,REGULAR,2675768,980379,2018-06-21 14:00:00,3,133.0,66.0,199.0,2018-06-21,3
664,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,18:00:00,REGULAR,2676293,980446,2018-06-21 18:00:00,3,525.0,67.0,592.0,2018-06-21,3
665,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/21/2018,22:00:00,REGULAR,2676655,980495,2018-06-21 22:00:00,3,362.0,49.0,411.0,2018-06-21,3
666,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,02:00:00,REGULAR,2676712,980498,2018-06-22 02:00:00,4,57.0,3.0,60.0,2018-06-22,4
667,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,06:00:00,REGULAR,2676718,980499,2018-06-22 06:00:00,4,6.0,1.0,7.0,2018-06-22,4
668,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,10:00:00,REGULAR,2676751,980656,2018-06-22 10:00:00,4,33.0,157.0,190.0,2018-06-22,4
669,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,14:00:00,REGULAR,2676914,980734,2018-06-22 14:00:00,4,163.0,78.0,241.0,2018-06-22,4
670,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,18:00:00,REGULAR,2677430,980801,2018-06-22 18:00:00,4,516.0,67.0,583.0,2018-06-22,4
671,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,06/22/2018,22:00:00,REGULAR,2677706,980816,2018-06-22 22:00:00,4,276.0,15.0,291.0,2018-06-22,4
672,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,7373979,3224569,2018-06-16 02:00:00,5,,,,2018-06-16,5
673,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,7373984,3224574,2018-06-16 06:00:00,5,5.0,5.0,10.0,2018-06-16,5
674,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,7373996,3224610,2018-06-16 10:00:00,5,12.0,36.0,48.0,2018-06-16,5
675,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,7374079,3224650,2018-06-16 14:00:00,5,83.0,40.0,123.0,2018-06-16,5
676,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,7374314,3224714,2018-06-16 18:00:00,5,235.0,64.0,299.0,2018-06-16,5
677,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/16/2018,22:00:00,REGULAR,7374519,3224734,2018-06-16 22:00:00,5,205.0,20.0,225.0,2018-06-16,5
678,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,02:00:00,REGULAR,7374567,3224738,2018-06-17 02:00:00,6,48.0,4.0,52.0,2018-06-17,6
679,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,06:00:00,REGULAR,7374571,3224740,2018-06-17 06:00:00,6,4.0,2.0,6.0,2018-06-17,6
680,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,10:00:00,REGULAR,7374581,3224751,2018-06-17 10:00:00,6,10.0,11.0,21.0,2018-06-17,6
681,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,14:00:00,REGULAR,7374618,3224790,2018-06-17 14:00:00,6,37.0,39.0,76.0,2018-06-17,6
682,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,18:00:00,REGULAR,7374766,3224819,2018-06-17 18:00:00,6,148.0,29.0,177.0,2018-06-17,6
683,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/17/2018,22:00:00,REGULAR,7374893,3224829,2018-06-17 22:00:00,6,127.0,10.0,137.0,2018-06-17,6
684,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,02:00:00,REGULAR,7374910,3224831,2018-06-18 02:00:00,0,17.0,2.0,19.0,2018-06-18,0
685,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,06:00:00,REGULAR,7374911,3224834,2018-06-18 06:00:00,0,1.0,3.0,4.0,2018-06-18,0
686,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,10:00:00,REGULAR,7374946,3225014,2018-06-18 10:00:00,0,35.0,180.0,215.0,2018-06-18,0
687,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,14:00:00,REGULAR,7375046,3225061,2018-06-18 14:00:00,0,100.0,47.0,147.0,2018-06-18,0
688,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,18:00:00,REGULAR,7375489,3225128,2018-06-18 18:00:00,0,443.0,67.0,510.0,2018-06-18,0
689,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/18/2018,22:00:00,REGULAR,7375800,3225149,2018-06-18 22:00:00,0,311.0,21.0,332.0,2018-06-18,0
690,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,02:00:00,REGULAR,7375851,3225153,2018-06-19 02:00:00,1,51.0,4.0,55.0,2018-06-19,1
691,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,06:00:00,REGULAR,7375853,3225163,2018-06-19 06:00:00,1,2.0,10.0,12.0,2018-06-19,1
692,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,10:00:00,REGULAR,7375883,3225389,2018-06-19 10:00:00,1,30.0,226.0,256.0,2018-06-19,1
693,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,14:00:00,REGULAR,7376006,3225458,2018-06-19 14:00:00,1,123.0,69.0,192.0,2018-06-19,1
694,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,18:00:00,REGULAR,7376442,3225549,2018-06-19 18:00:00,1,436.0,91.0,527.0,2018-06-19,1
695,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/19/2018,22:00:00,REGULAR,7376787,3225580,2018-06-19 22:00:00,1,345.0,31.0,376.0,2018-06-19,1
696,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,02:00:00,REGULAR,7376858,3225580,2018-06-20 02:00:00,2,71.0,0.0,71.0,2018-06-20,2
697,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,06:00:00,REGULAR,7376862,3225587,2018-06-20 06:00:00,2,4.0,7.0,11.0,2018-06-20,2
698,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,10:00:00,REGULAR,7376903,3225782,2018-06-20 10:00:00,2,41.0,195.0,236.0,2018-06-20,2
699,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,14:00:00,REGULAR,7377018,3225859,2018-06-20 14:00:00,2,115.0,77.0,192.0,2018-06-20,2
700,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,18:00:00,REGULAR,7377501,3225951,2018-06-20 18:00:00,2,483.0,92.0,575.0,2018-06-20,2
701,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/20/2018,22:00:00,REGULAR,7377795,3225974,2018-06-20 22:00:00,2,294.0,23.0,317.0,2018-06-20,2
702,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,02:00:00,REGULAR,7377857,3225978,2018-06-21 02:00:00,3,62.0,4.0,66.0,2018-06-21,3
703,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,06:00:00,REGULAR,7377859,3225982,2018-06-21 06:00:00,3,2.0,4.0,6.0,2018-06-21,3
704,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,10:00:00,REGULAR,7377895,3226197,2018-06-21 10:00:00,3,36.0,215.0,251.0,2018-06-21,3
705,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,14:00:00,REGULAR,7378010,3226271,2018-06-21 14:00:00,3,115.0,74.0,189.0,2018-06-21,3
706,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,18:00:00,REGULAR,7378498,3226351,2018-06-21 18:00:00,3,488.0,80.0,568.0,2018-06-21,3
707,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/21/2018,22:00:00,REGULAR,7378803,3226396,2018-06-21 22:00:00,3,305.0,45.0,350.0,2018-06-21,3
708,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,02:00:00,REGULAR,7378851,3226400,2018-06-22 02:00:00,4,48.0,4.0,52.0,2018-06-22,4
709,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,06:00:00,REGULAR,7378858,3226407,2018-06-22 06:00:00,4,7.0,7.0,14.0,2018-06-22,4
710,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,10:00:00,REGULAR,7378891,3226597,2018-06-22 10:00:00,4,33.0,190.0,223.0,2018-06-22,4
711,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,14:00:00,REGULAR,7379011,3226675,2018-06-22 14:00:00,4,120.0,78.0,198.0,2018-06-22,4
712,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,18:00:00,REGULAR,7379474,3226763,2018-06-22 18:00:00,4,463.0,88.0,551.0,2018-06-22,4
713,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,06/22/2018,22:00:00,REGULAR,7379725,3226779,2018-06-22 22:00:00,4,251.0,16.0,267.0,2018-06-22,4
714,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,8744369,3853437,2018-06-16 02:00:00,5,,,,2018-06-16,5
715,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,8744369,3853439,2018-06-16 06:00:00,5,0.0,2.0,2.0,2018-06-16,5
716,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,8744385,3853480,2018-06-16 10:00:00,5,16.0,41.0,57.0,2018-06-16,5
717,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,8744521,3853556,2018-06-16 14:00:00,5,136.0,76.0,212.0,2018-06-16,5
718,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,8744879,3853650,2018-06-16 18:00:00,5,358.0,94.0,452.0,2018-06-16,5
